MON,DAY,HR,HR OF YR,DRY BULB,WET BULB,,,,,,,,,,
4,21,14,2655,50.00,43.80,,,,,,,,,,
4,21,15,2656,50.00,43.40,,,,,,,,,,
4,21,16,2657,52.00,44.40,,,,,,,,,,
4,21,17,2658,52.00,44.00,,,,,,,,,,
4,21,18,2659,52.00,44.40,,,,,,,,,,
4,21,19,2660,50.00,43.40,,,,,,,,,,
4,21,20,2661,46.90,41.80,,,,,,,,,,
4,21,21,2662,45.00,40.10,,,,,,,,,,
4,21,22,2663,41.00,37.60,,,,,,,,,,
4,21,23,2664,39.00,36.80,,,,,,,,,,
4,22,0,2665,39.00,37.20,,,,,,,,,,
4,22,1,2666,41.00,38.30,,,,,,,,,,
4,22,2,2667,37.90,36.20,,,,,,,,,,
4,22,3,2668,39.90,37.70,,,,,,,,,,
4,22,4,2669,37.90,36.60,,,,,,,,,,
4,22,5,2670,36.00,35.10,,,,,,,,,,
4,22,6,2671,37.00,35.70,,,,,,,,,,
4,22,7,2672,37.90,37.00,,,,,,,,,,
4,22,8,2673,37.00,36.50,,,,,,,,,,
4,22,9,2674,37.90,37.00,,,,,,,,,,
4,22,10,2675,37.90,37.00,,,,,,,,,,
4,22,11,2676,37.90,37.00,,,,,,,,,,
4,22,12,2677,42.10,39.70,,,,,,,,,,
4,22,13,2678,39.90,38.10,,,,,,,,,,
4,22,14,2679,44.10,40.80,,,,,,,,,,
4,22,15,2680,46.00,42.10,,,,,,,,,,
4,22,16,2681,48.00,43.60,,,,,,,,,,
4,22,17,2682,48.00,43.10,,,,,,,,,,
4,22,18,2683,46.90,42.20,,,,,,,,,,
4,22,19,2684,46.00,41.30,,,,,,,,,,
4,22,20,2685,43.00,39.40,,,,,,,,,,
4,22,21,2686,41.00,37.90,,,,,,,,,,
4,22,22,2687,37.90,35.80,,,,,,,,,,
4,22,23,2688,36.00,34.70,,,,,,,,,,
4,23,0,2689,34.00,32.70,,,,,,,,,,
4,23,1,2690,34.00,32.70,,,,,,,,,,
4,23,2,2691,34.00,33.10,,,,,,,,,,
4,23,3,2692,34.00,32.70,,,,,,,,,,
4,23,4,2693,35.10,33.30,,,,,,,,,,
4,23,5,2694,34.00,32.30,,,,,,,,,,
4,23,6,2695,34.00,31.90,,,,,,,,,,
4,23,7,2696,36.00,33.80,,,,,,,,,,
4,23,8,2697,39.00,36.80,,,,,,,,,,
4,23,9,2698,43.00,39.00,,,,,,,,,,
4,23,10,2699,45.00,40.80,,,,,,,,,,
4,23,11,2700,48.00,42.00,,,,,,,,,,
4,23,12,2701,51.10,43.60,,,,,,,,,,
4,23,13,2702,53.10,44.90,,,,,,,,,,
4,23,14,2703,53.10,44.90,,,,,,,,,,
4,23,15,2704,52.00,44.80,,,,,,,,,,
4,23,16,2705,52.00,44.40,,,,,,,,,,
4,23,17,2706,53.10,44.90,,,,,,,,,,
4,23,18,2707,57.00,45.80,,,,,,,,,,
4,23,19,2708,55.00,44.40,,,,,,,,,,
4,23,20,2709,54.00,43.90,,,,,,,,,,
4,23,21,2710,53.10,43.50,,,,,,,,,,
4,23,22,2711,52.00,43.30,,,,,,,,,,
4,23,23,2712,50.00,42.60,,,,,,,,,,
4,24,0,2713,44.10,39.60,,,,,,,,,,
4,24,1,2714,43.00,39.40,,,,,,,,,,
4,24,2,2715,42.10,38.90,,,,,,,,,,
4,24,3,2716,42.10,38.90,,,,,,,,,,
4,24,4,2717,41.00,38.30,,,,,,,,,,
4,24,5,2718,39.90,37.70,,,,,,,,,,
4,24,6,2719,41.00,38.70,,,,,,,,,,
4,24,7,2720,41.00,39.60,,,,,,,,,,
4,24,8,2721,41.00,39.60,,,,,,,,,,
4,24,9,2722,41.00,39.60,,,,,,,,,,
4,24,10,2723,42.10,40.60,,,,,,,,,,
4,24,11,2724,43.00,41.50,,,,,,,,,,
4,24,12,2725,43.00,41.50,,,,,,,,,,
4,24,13,2726,43.00,42.00,,,,,,,,,,
4,24,14,2727,44.10,43.10,,,,,,,,,,
4,24,15,2728,45.00,43.50,,,,,,,,,,
4,24,16,2729,46.00,44.40,,,,,,,,,,
4,24,17,2730,46.00,44.40,,,,,,,,,,
4,24,18,2731,46.00,44.40,,,,,,,,,,
4,24,19,2732,46.00,44.40,,,,,,,,,,
4,24,20,2733,44.10,42.60,,,,,,,,,,
4,24,21,2734,45.00,43.00,,,,,,,,,,
4,24,22,2735,45.00,42.50,,,,,,,,,,
4,24,23,2736,45.00,42.50,,,,,,,,,,
4,25,0,2737,46.90,42.60,,,,,,,,,,
4,25,1,2738,43.00,41.10,,,,,,,,,,
4,25,2,2739,46.00,42.60,,,,,,,,,,
4,25,3,2740,48.00,42.70,,,,,,,,,,
4,25,4,2741,46.90,42.60,,,,,,,,,,
4,25,5,2742,46.90,42.60,,,,,,,,,,
4,25,6,2743,43.00,41.50,,,,,,,,,,
4,25,7,2744,44.10,42.00,,,,,,,,,,
4,25,8,2745,44.10,42.00,,,,,,,,,,
4,25,9,2746,45.00,42.50,,,,,,,,,,
4,25,10,2747,43.00,41.00,,,,,,,,,,
4,25,11,2748,42.10,40.10,,,,,,,,,,
4,25,12,2749,41.00,39.50,,,,,,,,,,
4,25,13,2750,42.10,40.60,,,,,,,,,,
4,25,14,2751,41.00,40.00,,,,,,,,,,
4,25,15,2752,42.10,41.00,,,,,,,,,,
4,25,16,2753,42.10,40.60,,,,,,,,,,
4,25,17,2754,42.10,40.60,,,,,,,,,,
4,25,18,2755,42.10,40.60,,,,,,,,,,
4,25,19,2756,41.00,40.00,,,,,,,,,,
4,25,20,2757,39.90,38.90,,,,,,,,,,
4,25,21,2758,39.00,38.00,,,,,,,,,,
4,25,22,2759,39.00,38.00,,,,,,,,,,
4,25,23,2760,37.90,36.60,,,,,,,,,,
4,26,0,2761,37.90,37.00,,,,,,,,,,
4,26,1,2762,37.90,31.70,,,,,,,,,,
4,26,2,2763,36.00,30.10,,,,,,,,,,
4,26,3,2764,35.10,28.80,,,,,,,,,,
4,26,4,2765,35.10,28.60,,,,,,,,,,
4,26,5,2766,35.10,28.30,,,,,,,,,,
4,26,6,2767,34.00,27.40,,,,,,,,,,
4,26,7,2768,34.00,27.40,,,,,,,,,,
4,26,8,2769,34.00,27.40,,,,,,,,,,
4,26,9,2770,35.10,28.30,,,,,,,,,,
4,26,10,2771,37.00,29.50,,,,,,,,,,
4,26,11,2772,39.00,31.10,,,,,,,,,,
4,26,12,2773,39.90,31.80,,,,,,,,,,
4,26,13,2774,41.00,32.50,,,,,,,,,,
4,26,14,2775,42.10,33.40,,,,,,,,,,
4,26,15,2776,43.00,34.50,,,,,,,,,,
4,26,16,2777,43.00,34.20,,,,,,,,,,
4,26,17,2778,43.00,33.50,,,,,,,,,,
4,26,18,2779,43.00,33.00,,,,,,,,,,
4,26,19,2780,42.10,32.50,,,,,,,,,,
4,26,20,2781,39.90,31.40,,,,,,,,,,
4,26,21,2782,37.00,30.40,,,,,,,,,,
4,26,22,2783,36.00,29.40,,,,,,,,,,
4,26,23,2784,35.10,28.60,,,,,,,,,,
4,27,0,2785,34.00,27.70,,,,,,,,,,
4,27,1,2786,34.00,27.50,,,,,,,,,,
4,27,2,2787,33.10,26.90,,,,,,,,,,
4,27,3,2788,33.10,26.70,,,,,,,,,,
4,27,4,2789,32.00,26.00,,,,,,,,,,
4,27,5,2790,30.90,25.30,,,,,,,,,,
4,27,6,2791,30.90,25.10,,,,,,,,,,
4,27,7,2792,32.00,25.80,,,,,,,,,,
4,27,8,2793,35.10,27.30,,,,,,,,,,
4,27,9,2794,36.00,28.10,,,,,,,,,,
4,27,10,2795,37.90,29.20,,,,,,,,,,
4,27,11,2796,39.00,30.20,,,,,,,,,,
4,27,12,2797,39.90,31.40,,,,,,,,,,
4,27,13,2798,39.90,31.40,,,,,,,,,,
4,27,14,2799,42.10,32.50,,,,,,,,,,
4,27,15,2800,42.10,32.70,,,,,,,,,,
4,27,16,2801,43.00,33.20,,,,,,,,,,
4,27,17,2802,43.00,33.20,,,,,,,,,,
4,27,18,2803,44.10,33.80,,,,,,,,,,
4,27,19,2804,42.10,32.70,,,,,,,,,,
4,27,20,2805,41.00,31.80,,,,,,,,,,
4,27,21,2806,39.00,30.70,,,,,,,,,,
4,27,22,2807,37.00,29.30,,,,,,,,,,
4,27,23,2808,35.10,28.10,,,,,,,,,,
4,28,0,2809,33.10,26.70,,,,,,,,,,
4,28,1,2810,33.10,26.70,,,,,,,,,,
4,28,2,2811,30.90,25.30,,,,,,,,,,
4,28,3,2812,30.90,25.10,,,,,,,,,,
4,28,4,2813,30.00,24.70,,,,,,,,,,
4,28,5,2814,28.90,23.80,,,,,,,,,,
4,28,6,2815,28.90,23.60,,,,,,,,,,
4,28,7,2816,30.90,25.10,,,,,,,,,,
4,28,8,2817,33.10,26.30,,,,,,,,,,
4,28,9,2818,34.00,27.10,,,,,,,,,,
4,28,10,2819,35.10,27.70,,,,,,,,,,
4,28,11,2820,35.10,27.90,,,,,,,,,,
4,28,12,2821,37.00,29.30,,,,,,,,,,
4,28,13,2822,37.90,30.00,,,,,,,,,,
4,28,14,2823,41.00,32.00,,,,,,,,,,
4,28,15,2824,41.00,31.60,,,,,,,,,,
4,28,16,2825,41.00,33.00,,,,,,,,,,
4,28,17,2826,41.00,32.80,,,,,,,,,,
4,28,18,2827,41.00,33.00,,,,,,,,,,
4,28,19,2828,39.90,32.60,,,,,,,,,,
4,28,20,2829,39.00,33.10,,,,,,,,,,
4,28,21,2830,37.00,31.90,,,,,,,,,,
4,28,22,2831,33.10,29.60,,,,,,,,,,
4,28,23,2832,33.10,29.30,,,,,,,,,,
4,29,0,2833,33.10,28.40,,,,,,,,,,
4,29,1,2834,32.00,27.70,,,,,,,,,,
4,29,2,2835,30.00,26.50,,,,,,,,,,
4,29,3,2836,28.90,26.10,,,,,,,,,,
4,29,4,2837,30.00,27.10,,,,,,,,,,
4,29,5,2838,27.00,25.20,,,,,,,,,,
4,29,6,2839,30.90,27.00,,,,,,,,,,
4,29,7,2840,30.90,26.80,,,,,,,,,,
4,29,8,2841,30.90,26.50,,,,,,,,,,
4,29,9,2842,33.10,27.90,,,,,,,,,,
4,29,10,2843,35.10,28.90,,,,,,,,,,
4,29,11,2844,35.10,29.60,,,,,,,,,,
4,29,12,2845,34.00,29.00,,,,,,,,,,
4,29,13,2846,34.00,29.50,,,,,,,,,,
4,29,14,2847,34.00,32.30,,,,,,,,,,
4,29,15,2848,34.00,32.30,,,,,,,,,,
4,29,16,2849,34.00,32.30,,,,,,,,,,
4,29,17,2850,34.00,32.30,,,,,,,,,,
4,29,18,2851,35.10,33.40,,,,,,,,,,
4,29,19,2852,35.10,33.90,,,,,,,,,,
4,29,20,2853,35.10,33.90,,,,,,,,,,
4,29,21,2854,35.10,33.40,,,,,,,,,,
4,29,22,2855,35.10,33.40,,,,,,,,,,
4,29,23,2856,34.00,32.40,,,,,,,,,,
4,30,0,2857,34.00,32.40,,,,,,,,,,
4,30,1,2858,33.10,31.80,,,,,,,,,,
4,30,2,2859,33.10,31.80,,,,,,,,,,
4,30,3,2860,33.10,31.80,,,,,,,,,,
4,30,4,2861,33.10,31.90,,,,,,,,,,
4,30,5,2862,33.10,31.90,,,,,,,,,,
4,30,6,2863,33.10,31.90,,,,,,,,,,
4,30,7,2864,33.10,31.90,,,,,,,,,,
4,30,8,2865,34.00,32.40,,,,,,,,,,
4,30,9,2866,36.00,33.90,,,,,,,,,,
4,30,10,2867,37.00,34.50,,,,,,,,,,
4,30,11,2868,37.90,35.50,,,,,,,,,,
4,30,12,2869,39.00,36.50,,,,,,,,,,
4,30,13,2870,39.90,37.40,,,,,,,,,,
4,30,14,2871,39.90,37.80,,,,,,,,,,
4,30,15,2872,41.00,38.80,,,,,,,,,,
4,30,16,2873,42.10,39.00,,,,,,,,,,
4,30,17,2874,43.00,39.50,,,,,,,,,,
4,30,18,2875,43.00,39.50,,,,,,,,,,
4,30,19,2876,41.50,38.70,,,,,,,,,,
4,30,20,2877,39.60,37.60,,,,,,,,,,
4,30,21,2878,38.80,36.80,,,,,,,,,,
4,30,22,2879,39.00,36.90,,,,,,,,,,
4,30,23,2880,38.70,36.60,,,,,,,,,,
5,1,0,2881,38.50,36.50,,,,,,,,,,
5,1,1,2882,38.50,36.50,,,,,,,,,,
5,1,2,2883,38.30,36.40,,,,,,,,,,
5,1,3,2884,38.30,36.50,,,,,,,,,,
5,1,4,2885,38.10,36.40,,,,,,,,,,
5,1,5,2886,36.70,35.40,,,,,,,,,,
5,1,6,2887,37.20,35.60,,,,,,,,,,
5,1,7,2888,37.90,36.40,,,,,,,,,,
5,1,8,2889,37.90,36.40,,,,,,,,,,
5,1,9,2890,37.00,35.90,,,,,,,,,,
5,1,10,2891,37.90,36.40,,,,,,,,,,
5,1,11,2892,39.90,37.50,,,,,,,,,,
5,1,12,2893,42.10,39.10,,,,,,,,,,
5,1,13,2894,44.10,40.20,,,,,,,,,,
5,1,14,2895,46.90,41.60,,,,,,,,,,
5,1,15,2896,46.00,42.00,,,,,,,,,,
5,1,16,2897,46.00,41.20,,,,,,,,,,
5,1,17,2898,46.00,41.20,,,,,,,,,,
5,1,18,2899,45.00,41.10,,,,,,,,,,
5,1,19,2900,45.00,41.10,,,,,,,,,,
5,1,20,2901,43.00,40.00,,,,,,,,,,
5,1,21,2902,42.10,39.50,,,,,,,,,,
5,1,22,2903,42.10,40.00,,,,,,,,,,
5,1,23,2904,41.00,38.60,,,,,,,,,,
5,2,0,2905,39.90,38.00,,,,,,,,,,
5,2,1,2906,37.90,36.10,,,,,,,,,,
5,2,2,2907,37.90,36.90,,,,,,,,,,
5,2,3,2908,37.90,36.40,,,,,,,,,,
5,2,4,2909,37.00,35.90,,,,,,,,,,
5,2,5,2910,37.00,35.90,,,,,,,,,,
5,2,6,2911,37.90,36.90,,,,,,,,,,
5,2,7,2912,37.90,36.90,,,,,,,,,,
5,2,8,2913,39.90,38.40,,,,,,,,,,
5,2,9,2914,42.10,39.60,,,,,,,,,,
5,2,10,2915,43.00,40.00,,,,,,,,,,
5,2,11,2916,45.00,40.70,,,,,,,,,,
5,2,12,2917,46.90,41.70,,,,,,,,,,
5,2,13,2918,48.90,43.10,,,,,,,,,,
5,2,14,2919,48.90,42.70,,,,,,,,,,
5,2,15,2920,51.10,43.80,,,,,,,,,,
5,2,16,2921,51.10,44.90,,,,,,,,,,
5,2,17,2922,52.00,44.20,,,,,,,,,,
5,2,18,2923,51.10,44.60,,,,,,,,,,
5,2,19,2924,48.90,43.50,,,,,,,,,,
5,2,20,2925,48.00,43.00,,,,,,,,,,
5,2,21,2926,46.00,42.40,,,,,,,,,,
5,2,22,2927,46.00,41.60,,,,,,,,,,
5,2,23,2928,45.00,41.90,,,,,,,,,,
5,3,0,2929,46.00,42.40,,,,,,,,,,
5,3,1,2930,43.00,40.50,,,,,,,,,,
5,3,2,2931,43.00,40.90,,,,,,,,,,
5,3,3,2932,42.10,40.40,,,,,,,,,,
5,3,4,2933,41.00,39.40,,,,,,,,,,
5,3,5,2934,42.10,40.00,,,,,,,,,,
5,3,6,2935,42.10,40.00,,,,,,,,,,
5,3,7,2936,42.10,40.00,,,,,,,,,,
5,3,8,2937,45.00,41.50,,,,,,,,,,
5,3,9,2938,44.10,41.00,,,,,,,,,,
5,3,10,2939,48.00,43.40,,,,,,,,,,
5,3,11,2940,48.90,43.40,,,,,,,,,,
5,3,12,2941,51.10,44.50,,,,,,,,,,
5,3,13,2942,52.00,45.80,,,,,,,,,,
5,3,14,2943,53.10,46.30,,,,,,,,,,
5,3,15,2944,52.00,45.80,,,,,,,,,,
5,3,16,2945,53.10,46.30,,,,,,,,,,
5,3,17,2946,54.00,45.50,,,,,,,,,,
5,3,18,2947,53.10,45.00,,,,,,,,,,
5,3,19,2948,52.00,44.10,,,,,,,,,,
5,3,20,2949,48.90,42.60,,,,,,,,,,
5,3,21,2950,46.00,40.70,,,,,,,,,,
5,3,22,2951,45.00,40.90,,,,,,,,,,
5,3,23,2952,44.10,40.90,,,,,,,,,,
5,4,0,2953,45.00,41.80,,,,,,,,,,
5,4,1,2954,43.00,41.20,,,,,,,,,,
5,4,2,2955,45.00,41.80,,,,,,,,,,
5,4,3,2956,45.00,40.90,,,,,,,,,,
5,4,4,2957,44.10,40.10,,,,,,,,,,
5,4,5,2958,44.10,39.60,,,,,,,,,,
5,4,6,2959,43.00,38.70,,,,,,,,,,
5,4,7,2960,44.10,39.60,,,,,,,,,,
5,4,8,2961,45.00,39.70,,,,,,,,,,
5,4,9,2962,46.90,40.70,,,,,,,,,,
5,4,10,2963,46.90,40.70,,,,,,,,,,
5,4,11,2964,46.90,40.70,,,,,,,,,,
5,4,12,2965,48.90,42.10,,,,,,,,,,
5,4,13,2966,48.90,42.10,,,,,,,,,,
5,4,14,2967,50.00,42.60,,,,,,,,,,
5,4,15,2968,51.10,42.90,,,,,,,,,,
5,4,16,2969,52.00,43.30,,,,,,,,,,
5,4,17,2970,52.00,42.50,,,,,,,,,,
5,4,18,2971,50.00,41.90,,,,,,,,,,
5,4,19,2972,48.90,40.90,,,,,,,,,,
5,4,20,2973,45.00,38.90,,,,,,,,,,
5,4,21,2974,43.00,37.40,,,,,,,,,,
5,4,22,2975,42.10,36.20,,,,,,,,,,
5,4,23,2976,37.90,34.10,,,,,,,,,,
5,5,0,2977,37.00,33.60,,,,,,,,,,
5,5,1,2978,36.00,33.50,,,,,,,,,,
5,5,2,2979,39.90,35.70,,,,,,,,,,
5,5,3,2980,41.00,36.70,,,,,,,,,,
5,5,4,2981,39.90,36.00,,,,,,,,,,
5,5,5,2982,39.90,36.50,,,,,,,,,,
5,5,6,2983,39.90,37.70,,,,,,,,,,
5,5,7,2984,41.00,38.70,,,,,,,,,,
5,5,8,2985,43.00,39.80,,,,,,,,,,
5,5,9,2986,48.00,40.10,,,,,,,,,,
5,5,10,2987,48.00,39.70,,,,,,,,,,
5,5,11,2988,48.90,40.60,,,,,,,,,,
5,5,12,2989,48.00,40.40,,,,,,,,,,
5,5,13,2990,48.90,40.90,,,,,,,,,,
5,5,14,2991,50.00,41.90,,,,,,,,,,
5,5,15,2992,51.10,42.50,,,,,,,,,,
5,5,16,2993,50.00,41.90,,,,,,,,,,
5,5,17,2994,48.90,40.90,,,,,,,,,,
5,5,18,2995,46.90,40.30,,,,,,,,,,
5,5,19,2996,46.00,39.80,,,,,,,,,,
5,5,20,2997,46.00,39.80,,,,,,,,,,
5,5,21,2998,44.10,39.60,,,,,,,,,,
5,5,22,2999,42.10,39.80,,,,,,,,,,
5,5,23,3000,42.10,39.30,,,,,,,,,,
5,6,0,3001,41.00,39.20,,,,,,,,,,
5,6,1,3002,39.90,38.60,,,,,,,,,,
5,6,2,3003,39.90,38.60,,,,,,,,,,
5,6,3,3004,39.90,38.60,,,,,,,,,,
5,6,4,3005,39.90,39.00,,,,,,,,,,
5,6,5,3006,39.00,38.10,,,,,,,,,,
5,6,6,3007,39.00,37.70,,,,,,,,,,
5,6,7,3008,39.90,38.10,,,,,,,,,,
5,6,8,3009,42.10,40.20,,,,,,,,,,
5,6,9,3010,42.10,39.80,,,,,,,,,,
5,6,10,3011,45.00,40.80,,,,,,,,,,
5,6,11,3012,45.00,40.80,,,,,,,,,,
5,6,12,3013,46.90,41.80,,,,,,,,,,
5,6,13,3014,46.00,42.20,,,,,,,,,,
5,6,14,3015,45.00,41.30,,,,,,,,,,
5,6,15,3016,45.00,40.80,,,,,,,,,,
5,6,16,3017,42.10,40.20,,,,,,,,,,
5,6,17,3018,45.00,41.30,,,,,,,,,,
5,6,18,3019,46.90,42.30,,,,,,,,,,
5,6,19,3020,43.00,40.30,,,,,,,,,,
5,6,20,3021,42.10,39.80,,,,,,,,,,
5,6,21,3022,41.00,38.70,,,,,,,,,,
5,6,22,3023,39.90,37.80,,,,,,,,,,
5,6,23,3024,39.90,37.80,,,,,,,,,,
5,7,0,3025,41.00,37.90,,,,,,,,,,
5,7,1,3026,41.00,37.90,,,,,,,,,,
5,7,2,3027,41.00,37.60,,,,,,,,,,
5,7,3,3028,39.90,33.20,,,,,,,,,,
5,7,4,3029,39.00,36.50,,,,,,,,,,
5,7,5,3030,39.00,36.40,,,,,,,,,,
5,7,6,3031,39.90,36.50,,,,,,,,,,
5,7,7,3032,39.90,36.50,,,,,,,,,,
5,7,8,3033,39.90,36.50,,,,,,,,,,
5,7,9,3034,43.00,38.20,,,,,,,,,,
5,7,10,3035,45.00,39.30,,,,,,,,,,
5,7,11,3036,45.00,39.30,,,,,,,,,,
5,7,12,3037,48.00,40.90,,,,,,,,,,
5,7,13,3038,48.90,41.30,,,,,,,,,,
5,7,14,3039,48.90,40.90,,,,,,,,,,
5,7,15,3040,48.00,40.90,,,,,,,,,,
5,7,16,3041,46.90,41.00,,,,,,,,,,
5,7,17,3042,46.90,41.80,,,,,,,,,,
5,7,18,3043,45.00,40.80,,,,,,,,,,
5,7,19,3044,45.00,40.50,,,,,,,,,,
5,7,20,3045,45.00,39.30,,,,,,,,,,
5,7,21,3046,44.10,39.20,,,,,,,,,,
5,7,22,3047,39.90,37.30,,,,,,,,,,
5,7,23,3048,39.90,37.70,,,,,,,,,,
5,8,0,3049,39.90,37.70,,,,,,,,,,
5,8,1,3050,39.90,36.00,,,,,,,,,,
5,8,2,3051,39.90,35.70,,,,,,,,,,
5,8,3,3052,39.90,35.70,,,,,,,,,,
5,8,4,3053,39.00,35.20,,,,,,,,,,
5,8,5,3054,37.90,34.50,,,,,,,,,,
5,8,6,3055,37.90,34.50,,,,,,,,,,
5,8,7,3056,39.90,36.00,,,,,,,,,,
5,8,8,3057,41.00,36.70,,,,,,,,,,
5,8,9,3058,41.00,36.30,,,,,,,,,,
5,8,10,3059,43.00,37.40,,,,,,,,,,
5,8,11,3060,42.10,37.70,,,,,,,,,,
5,8,12,3061,43.00,37.80,,,,,,,,,,
5,8,13,3062,44.10,38.00,,,,,,,,,,
5,8,14,3063,45.00,38.80,,,,,,,,,,
5,8,15,3064,45.00,39.30,,,,,,,,,,
5,8,16,3065,46.90,41.00,,,,,,,,,,
5,8,17,3066,46.00,40.20,,,,,,,,,,
5,8,18,3067,46.00,39.40,,,,,,,,,,
5,8,19,3068,45.00,38.80,,,,,,,,,,
5,8,20,3069,41.00,39.10,,,,,,,,,,
5,8,21,3070,39.90,38.10,,,,,,,,,,
5,8,22,3071,37.90,37.00,,,,,,,,,,
5,8,23,3072,39.00,37.60,,,,,,,,,,
5,9,0,3073,37.90,37.00,,,,,,,,,,
5,9,1,3074,39.00,37.60,,,,,,,,,,
5,9,2,3075,37.90,36.60,,,,,,,,,,
5,9,3,3076,37.90,36.60,,,,,,,,,,
5,9,4,3077,37.90,36.60,,,,,,,,,,
5,9,5,3078,35.10,34.20,,,,,,,,,,
5,9,6,3079,37.00,35.70,,,,,,,,,,
5,9,7,3080,39.00,37.60,,,,,,,,,,
5,9,8,3081,39.90,38.10,,,,,,,,,,
5,9,9,3082,41.00,38.70,,,,,,,,,,
5,9,10,3083,41.00,38.30,,,,,,,,,,
5,9,11,3084,43.00,39.80,,,,,,,,,,
5,9,12,3085,44.10,39.60,,,,,,,,,,
5,9,13,3086,46.00,40.60,,,,,,,,,,
5,9,14,3087,46.00,40.60,,,,,,,,,,
5,9,15,3088,46.00,39.40,,,,,,,,,,
5,9,16,3089,46.90,41.10,,,,,,,,,,
5,9,17,3090,44.10,40.40,,,,,,,,,,
5,9,18,3091,45.00,40.50,,,,,,,,,,
5,9,19,3092,44.10,39.30,,,,,,,,,,
5,9,20,3093,43.00,38.70,,,,,,,,,,
5,9,21,3094,43.00,37.80,,,,,,,,,,
5,9,22,3095,41.00,37.60,,,,,,,,,,
5,9,23,3096,41.00,35.90,,,,,,,,,,
5,10,0,3097,39.00,34.50,,,,,,,,,,
5,10,1,3098,37.90,33.80,,,,,,,,,,
5,10,2,3099,37.90,34.20,,,,,,,,,,
5,10,3,3100,37.00,34.50,,,,,,,,,,
5,10,4,3101,36.00,34.40,,,,,,,,,,
5,10,5,3102,33.10,31.80,,,,,,,,,,
5,10,6,3103,37.00,35.40,,,,,,,,,,
5,10,7,3104,39.90,37.40,,,,,,,,,,
5,10,8,3105,41.00,36.40,,,,,,,,,,
5,10,9,3106,45.00,38.90,,,,,,,,,,
5,10,10,3107,44.10,38.10,,,,,,,,,,
5,10,11,3108,46.00,38.40,,,,,,,,,,
5,10,12,3109,48.00,38.20,,,,,,,,,,
5,10,13,3110,50.00,39.50,,,,,,,,,,
5,10,14,3111,50.00,39.50,,,,,,,,,,
5,10,15,3112,50.00,39.20,,,,,,,,,,
5,10,16,3113,51.10,40.10,,,,,,,,,,
5,10,17,3114,51.10,40.40,,,,,,,,,,
5,10,18,3115,50.00,40.10,,,,,,,,,,
5,10,19,3116,48.00,39.10,,,,,,,,,,
5,10,20,3117,46.90,38.20,,,,,,,,,,
5,10,21,3118,46.00,37.70,,,,,,,,,,
5,10,22,3119,45.00,37.40,,,,,,,,,,
5,10,23,3120,44.10,36.90,,,,,,,,,,
5,11,0,3121,43.00,36.70,,,,,,,,,,
5,11,1,3122,42.10,37.00,,,,,,,,,,
5,11,2,3123,42.10,37.00,,,,,,,,,,
5,11,3,3124,41.00,35.90,,,,,,,,,,
5,11,4,3125,36.00,32.70,,,,,,,,,,
5,11,5,3126,37.00,32.60,,,,,,,,,,
5,11,6,3127,39.00,34.50,,,,,,,,,,
5,11,7,3128,43.00,36.30,,,,,,,,,,
5,11,8,3129,45.00,37.80,,,,,,,,,,
5,11,9,3130,48.00,38.80,,,,,,,,,,
5,11,10,3131,48.00,38.40,,,,,,,,,,
5,11,11,3132,48.90,39.60,,,,,,,,,,
5,11,12,3133,50.00,40.10,,,,,,,,,,
5,11,13,3134,51.10,41.10,,,,,,,,,,
5,11,14,3135,51.10,40.70,,,,,,,,,,
5,11,15,3136,50.00,41.20,,,,,,,,,,
5,11,16,3137,51.10,42.10,,,,,,,,,,
5,11,17,3138,50.00,41.20,,,,,,,,,,
5,11,18,3139,50.00,41.20,,,,,,,,,,
5,11,19,3140,48.90,40.60,,,,,,,,,,
5,11,20,3141,46.90,38.90,,,,,,,,,,
5,11,21,3142,45.00,37.50,,,,,,,,,,
5,11,22,3143,44.10,36.90,,,,,,,,,,
5,11,23,3144,42.10,35.80,,,,,,,,,,
5,12,0,3145,42.10,35.20,,,,,,,,,,
5,12,1,3146,42.10,35.80,,,,,,,,,,
5,12,2,3147,39.90,35.00,,,,,,,,,,
5,12,3,3148,36.00,32.00,,,,,,,,,,
5,12,4,3149,33.10,30.30,,,,,,,,,,
5,12,5,3150,33.10,30.00,,,,,,,,,,
5,12,6,3151,35.10,31.80,,,,,,,,,,
5,12,7,3152,39.00,34.50,,,,,,,,,,
5,12,8,3153,41.00,36.00,,,,,,,,,,
5,12,9,3154,43.00,37.50,,,,,,,,,,
5,12,10,3155,45.00,38.90,,,,,,,,,,
5,12,11,3156,48.00,40.20,,,,,,,,,,
5,12,12,3157,50.00,39.50,,,,,,,,,,
5,12,13,3158,51.10,42.10,,,,,,,,,,
5,12,14,3159,52.00,41.80,,,,,,,,,,
5,12,15,3160,53.10,42.10,,,,,,,,,,
5,12,16,3161,54.00,42.50,,,,,,,,,,
5,12,17,3162,54.00,42.50,,,,,,,,,,
5,12,18,3163,53.10,42.10,,,,,,,,,,
5,12,19,3164,52.00,41.80,,,,,,,,,,
5,12,20,3165,52.00,41.80,,,,,,,,,,
5,12,21,3166,48.00,40.50,,,,,,,,,,
5,12,22,3167,45.00,40.50,,,,,,,,,,
5,12,23,3168,39.00,36.50,,,,,,,,,,
5,13,0,3169,37.00,34.50,,,,,,,,,,
5,13,1,3170,37.00,34.10,,,,,,,,,,
5,13,2,3171,35.10,33.00,,,,,,,,,,
